Symbol,Quantity,Price,Action,Description,TradeDate,SettledDate,Interest,Amount,Commission,Fee,CUSIP,RecordType
CSCO        ,100.00,55.73,BUY,CISCO SYSTEMS INC              UNSOLICITED                                                                                                                                                                              ,2021-10-21,2021-10-25,0.00,-5573.00,0.00,0.00,17275R102,Trade
AMZN        ,1.00,3422.00,BUY,AMAZON.COM INC                 UNSOLICITED                                                                                                                                                                              ,2021-10-21,2021-10-25,0.00,-3422.00,0.00,0.00,023135106,Trade
KHC         ,-150.00,36.7616,SELL,KRAFT HEINZ COMPANY (THE)      COMMON STOCK                   UNSOLICITED                    SHORT.                                                                                                                     ,2021-10-21,2021-10-25,0.00,5514.21,0.00,0.03,500754106,Trade
            ,0.00,,Other,MARK TO MARKET SHORT POS                                                                                                                                                                                                ,2021-10-21,2021-10-21,0.00,-42.53,0.00,0.00,         ,Financial
DKNG        ,100.00,49.5436,BUY,DRAFTKINGS INC                 CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-10-21,2021-10-25,0.00,-4954.36,0.00,0.00,26142R104,Trade
DBX         ,150.00,30.3787,BUY,DROPBOX INC                    CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-10-21,2021-10-25,0.00,-4556.81,0.00,0.00,26210C104,Trade
LLY         ,-20.00,242.2615,SELL,ELI LILLY & CO                 UNSOLICITED                                                                                                                                                                              ,2021-10-21,2021-10-25,0.00,4845.2,0.00,0.03,532457108,Trade
AAPL        ,-40.00,148.7,SELL,APPLE INC                      UNSOLICITED                                                                                                                                                                              ,2021-10-21,2021-10-25,0.00,5947.96,0.00,0.04,037833100,Trade
SONO        ,150.00,33.19,BUY,SONOS INC                      COMMON STOCK                   UNSOLICITED                                                                                                                                               ,2021-10-21,2021-10-25,0.00,-4978.5,0.00,0.00,83570H108,Trade
BR          ,30.00,181.38,BUY,BROADRIDGE FINANCIAL SOLUTIONS INC COMMON STOCK               UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-10-21,2021-10-25,0.00,-5441.4,0.00,0.00,11133T103,Trade
AXON        ,25.00,180.7006,BUY,AXON ENTERPRISE INC            COMMON STOCK                   UNSOLICITED                                                                                                                                               ,2021-10-21,2021-10-25,0.00,-4517.52,0.00,0.00,05464C101,Trade
TTD         ,60.00,80.61,BUY,TRADE DESK INC (THE)           CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-10-21,2021-10-25,0.00,-4836.6,0.00,0.00,88339J105,Trade
            ,0.00,,Other,MARK TO MARKET                                                                                                                                                                                                          ,2021-10-21,2021-10-21,0.00,42.53,0.00,0.00,         ,Financial
CAG         ,-150.00,33.5523,SELL,CONAGRA BRANDS INC             UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-10-21,2021-10-25,0.00,5032.82,0.00,0.03,205887102,Trade
BRKB        ,-20.00,286.5,SELL,BERKSHIRE HATHAWAY INC DEL     CL B                           UNSOLICITED                                                                                                                                               ,2021-10-21,2021-10-25,0.00,5729.97,0.00,0.03,084670702,Trade
MSFT        ,15.00,308.08,BUY,MICROSOFT CORP                 UNSOLICITED                                                                                                                                                                              ,2021-10-21,2021-10-25,0.00,-4621.2,0.00,0.00,594918104,Trade
BR          ,-30.00,180.85,SELL,BROADRIDGE FINANCIAL SOLUTIONS INC COMMON STOCK               UNSOLICITED                    SHORT.                                                                                                                     ,2021-10-21,2021-10-25,0.00,5425.47,0.00,0.03,11133T103,Trade
PLTR        ,200.00,24.5586,BUY,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-10-21,2021-10-25,0.00,-4911.72,0.00,0.00,69608A108,Trade
BYND        ,50.00,108.00,BUY,BEYOND MEAT INC                COMMON STOCK                   UNSOLICITED                                                                                                                                               ,2021-10-21,2021-10-25,0.00,-5400.00,0.00,0.00,08862E109,Trade
CAG         ,-150.00,33.4619,SELL,CONAGRA BRANDS INC             UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-10-22,2021-10-26,0.00,5019.26,0.00,0.03,205887102,Trade
KHC         ,150.00,36.63,BUY,KRAFT HEINZ COMPANY (THE)      COMMON STOCK                   UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-10-22,2021-10-26,0.00,-5494.5,0.00,0.00,500754106,Trade
ROKU        ,-15.00,314.79,SELL,ROKU INC                       CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-10-22,2021-10-26,0.00,4721.82,0.00,0.03,77543R102,Trade
DKNG        ,-100.00,47.6381,SELL,DRAFTKINGS INC                 CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-10-22,2021-10-26,0.00,4763.78,0.00,0.03,26142R104,Trade
ROKU        ,15.00,325.18,BUY,ROKU INC                       CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-10-22,2021-10-26,0.00,-4877.7,0.00,0.00,77543R102,Trade
            ,0.00,,Other,MARK TO MARKET SHORT POS                                                                                                                                                                                                ,2021-10-26,2021-10-26,0.00,-188.86,0.00,0.00,         ,Financial
GM          ,-100.00,57.11,SELL,GENERAL MOTORS COMPANY         UNSOLICITED                                                                                                                                                                              ,2021-10-26,2021-10-28,0.00,5710.97,0.00,0.03,37045V100,Trade
            ,0.00,,Other,MARK TO MARKET                                                                                                                                                                                                          ,2021-10-26,2021-10-26,0.00,188.86,0.00,0.00,         ,Financial
AXON        ,-25.00,179.8876,SELL,AXON ENTERPRISE INC            COMMON STOCK                   UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST                                                              ,2021-10-26,2021-10-28,0.00,4497.16,0.00,0.03,05464C101,Trade
PLTR        ,-200.00,25.9912,SELL,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-11-01,2021-11-03,0.00,5198.21,0.00,0.03,69608A108,Trade
MU          ,70.00,70.2892,BUY,MICRON TECHNOLOGY INC          UNSOLICITED                                                                                                                                                                              ,2021-11-01,2021-11-03,0.00,-4920.24,0.00,0.00,595112103,Trade
            ,0.00,,Other,MARK TO MARKET                                                                                                                                                                                                          ,2021-11-01,2021-11-01,0.00,207.00,0.00,0.00,         ,Financial
JNJ         ,40.00,163.4383,BUY,JOHNSON & JOHNSON              UNSOLICITED                                                                                                                                                                              ,2021-11-01,2021-11-03,0.00,-6537.53,0.00,0.00,478160104,Trade
CSCO        ,-100.00,55.8308,SELL,CISCO SYSTEMS INC              UNSOLICITED                                                                                                                                                                              ,2021-11-01,2021-11-03,0.00,5583.05,0.00,0.03,17275R102,Trade
BYND        ,-50.00,98.00,SELL,BEYOND MEAT INC                COMMON STOCK                   UNSOLICITED                                                                                                                                               ,2021-11-01,2021-11-03,0.00,4899.97,0.00,0.03,08862E109,Trade
TT          ,30.00,180.9,BUY,***TRANE TECHNOLOGIES PLC      ORDINARY SHARES                UNSOLICITED                                                                                                                                               ,2021-11-01,2021-11-03,0.00,-5427.00,0.00,0.00,G8994E103,Trade
TTD         ,-60.00,74.4845,SELL,TRADE DESK INC (THE)           CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-11-01,2021-11-03,0.00,4469.04,0.00,0.03,88339J105,Trade
            ,0.00,,Other,MARK TO MARKET SHORT POS                                                                                                                                                                                                ,2021-11-01,2021-11-01,0.00,-207.00,0.00,0.00,         ,Financial
GE          ,50.00,106.05,BUY,GENERAL ELECTRIC COMPANY       COMMON STOCK                   UNSOLICITED                                                                                                                                               ,2021-11-01,2021-11-03,0.00,-5302.5,0.00,0.00,369604301,Trade
FNF         ,100.00,48.7967,BUY,FIDELITY NATIONAL FINANCIAL    INC                            UNSOLICITED                                                                                                                                               ,2021-11-01,2021-11-03,0.00,-4879.67,0.00,0.00,31620R303,Trade
ASO         ,100.00,43.65,BUY,ACADEMY SPORTS AND OUTDOORS    INC COMMON STOCK               UNSOLICITED                                                                                                                                               ,2021-11-01,2021-11-03,0.00,-4365.00,0.00,0.00,00402L107,Trade
AMZN        ,-1.00,3331.76,SELL,AMAZON.COM INC                 UNSOLICITED                                                                                                                                                                              ,2021-11-01,2021-11-03,0.00,3331.74,0.00,0.02,023135106,Trade
MSFT        ,-15.00,327.5632,SELL,MICROSOFT CORP                 UNSOLICITED                                                                                                                                                                              ,2021-11-01,2021-11-03,0.00,4913.42,0.00,0.03,594918104,Trade
AAPL        ,35.00,149.7395,BUY,APPLE INC                      UNSOLICITED                                                                                                                                                                              ,2021-11-02,2021-11-04,0.00,-5240.88,0.00,0.00,037833100,Trade
WM          ,35.00,159.5,BUY,WASTE MANAGEMENT INC DEL       UNSOLICITED                                                                                                                                                                              ,2021-11-02,2021-11-04,0.00,-5582.5,0.00,0.00,94106L109,Trade
DBX         ,-150.00,30.115,SELL,DROPBOX INC                    CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-11-02,2021-11-04,0.00,4517.23,0.00,0.03,26210C104,Trade
            ,0.00,,Other,MARK TO MARKET                                                                                                                                                                                                          ,2021-11-03,2021-11-03,0.00,-189.00,0.00,0.00,         ,Financial
PLTR        ,200.00,25.3,BUY,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-11-03,2021-11-05,0.00,-5060.00,0.00,0.00,69608A108,Trade
ROKU        ,15.00,311.5844,BUY,ROKU INC                       CLASS A COMMON STOCK           UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-11-03,2021-11-05,0.00,-4673.77,0.00,0.00,77543R102,Trade
GM          ,100.00,55.6879,BUY,GENERAL MOTORS COMPANY         UNSOLICITED                                                                                                                                                                              ,2021-11-03,2021-11-05,0.00,-5568.79,0.00,0.00,37045V100,Trade
AAL         ,200.00,20.31,BUY,AMERICAN AIRLINES GROUP INC    UNSOLICITED                                                                                                                                                                              ,2021-11-03,2021-11-05,0.00,-4062.00,0.00,0.00,02376R102,Trade
ES          ,-40.00,83.8027,SELL,EVERSOURCE ENERGY              COM                            UNSOLICITED                    SHORT.                                                                                                                     ,2021-11-03,2021-11-05,0.00,3352.09,0.00,0.02,30040W108,Trade
            ,0.00,,Other,MARK TO MARKET SHORT POS                                                                                                                                                                                                ,2021-11-03,2021-11-03,0.00,189.00,0.00,0.00,         ,Financial
ROKU        ,-15.00,310.2,SELL,ROKU INC                       CLASS A COMMON STOCK           UNSOLICITED                    SHORT.                                                                                                                     ,2021-11-03,2021-11-05,0.00,4652.97,0.00,0.03,77543R102,Trade
DKNG        ,-100.00,47.0411,SELL,DRAFTKINGS INC                 CLASS A COMMON STOCK           UNSOLICITED                    SHORT.                                                                                                                     ,2021-11-03,2021-11-05,0.00,4704.08,0.00,0.03,26142R104,Trade
TKR         ,-50.00,70.95,SELL,TIMKEN CO                      UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-11-03,2021-11-05,0.00,3547.48,0.00,0.02,887389104,Trade
TT          ,-30.00,178.46,SELL,***TRANE TECHNOLOGIES PLC      ORDINARY SHARES                UNSOLICITED                                                                                                                                               ,2021-11-03,2021-11-05,0.00,5353.77,0.00,0.03,G8994E103,Trade
FNF         ,-100.00,47.64,SELL,FIDELITY NATIONAL FINANCIAL    INC                            UNSOLICITED                                                                                                                                               ,2021-11-03,2021-11-05,0.00,4763.97,0.00,0.03,31620R303,Trade
CAG         ,150.00,32.9472,BUY,CONAGRA BRANDS INC             UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-11-03,2021-11-05,0.00,-4942.08,0.00,0.00,205887102,Trade
VAC         ,30.00,164.2,BUY,MARRIOTT VACATIONS WORLDWIDE   CORPORATION                    UNSOLICITED                                                                                                                                               ,2021-11-04,2021-11-08,0.00,-4926.00,0.00,0.00,57164Y107,Trade
CSCO        ,100.00,57.0357,BUY,CISCO SYSTEMS INC              UNSOLICITED                                                                                                                                                                              ,2021-11-04,2021-11-08,0.00,-5703.57,0.00,0.00,17275R102,Trade
LEN         ,50.00,103.00,BUY,LENNAR CORP                    CL A                           UNSOLICITED                                                                                                                                               ,2021-11-04,2021-11-08,0.00,-5150.00,0.00,0.00,526057104,Trade
GDS         ,-80.00,57.0144,SELL,***GDS HOLDINGS LIMITED        ADS                            UNSOLICITED                    SHORT.                                                                                                                     ,2021-11-04,2021-11-08,0.00,4561.12,0.00,0.03,36165L108,Trade
TKR         ,50.00,71.55,BUY,TIMKEN CO                      UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-11-04,2021-11-08,0.00,-3577.5,0.00,0.00,887389104,Trade
GE          ,-50.00,104.345,SELL,GENERAL ELECTRIC COMPANY       COMMON STOCK                   UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST                                                              ,2021-11-04,2021-11-08,0.00,5217.22,0.00,0.03,369604301,Trade
ES          ,40.00,84.57,BUY,EVERSOURCE ENERGY              COM                            UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-11-04,2021-11-08,0.00,-3382.8,0.00,0.00,30040W108,Trade
AMT         ,-15.00,278.2969,SELL,AMERICAN TOWER CORPORATION     REIT                           UNSOLICITED                                                                                                                                               ,2021-11-04,2021-11-08,0.00,4174.42,0.00,0.03,03027X100,Trade
VFC         ,-50.00,74.0908,SELL,VF CORPORATION                 UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-11-04,2021-11-08,0.00,3704.52,0.00,0.02,918204108,Trade
AMT         ,15.00,282.9449,BUY,AMERICAN TOWER CORPORATION     REIT                           UNSOLICITED                                                                                                                                               ,2021-11-04,2021-11-08,0.00,-4244.17,0.00,0.00,03027X100,Trade
VFC         ,-50.00,73.281,SELL,VF CORPORATION                 UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-11-04,2021-11-08,0.00,3664.03,0.00,0.02,918204108,Trade
DBX         ,150.00,30.9471,BUY,DROPBOX INC                    CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-11-04,2021-11-08,0.00,-4642.07,0.00,0.00,26210C104,Trade
DKNG        ,100.00,45.00,BUY,DRAFTKINGS INC                 CLASS A COMMON STOCK           UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-11-04,2021-11-08,0.00,-4500.00,0.00,0.00,26142R104,Trade
VSH         ,-200.00,20.0444,SELL,VISHAY INTERTECHNOLOGY INC     UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-11-04,2021-11-08,0.00,4008.85,0.00,0.03,928298108,Trade
VFC         ,100.00,73.38,BUY,VF CORPORATION                 UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-11-04,2021-11-08,0.00,-7338.00,0.00,0.00,918204108,Trade
CAG         ,150.00,32.7083,BUY,CONAGRA BRANDS INC             UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-11-05,2021-11-09,0.00,-4906.25,0.00,0.00,205887102,Trade
GDS         ,80.00,58.4826,BUY,***GDS HOLDINGS LIMITED        ADS                            UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-11-05,2021-11-09,0.00,-4678.61,0.00,0.00,36165L108,Trade
DBX         ,-150.00,29.17333,SELL,DROPBOX INC                    CLASS A COMMON STOCK           UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST                                                              ,2021-11-05,2021-11-09,0.00,4375.97,0.00,0.03,26210C104,Trade
AXON        ,30.00,187.464,BUY,AXON ENTERPRISE INC            COMMON STOCK                   UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST                                                              ,2021-11-05,2021-11-09,0.00,-5623.92,0.00,0.00,05464C101,Trade
            ,0.00,,Other,MARK TO MARKET SHORT POS                                                                                                                                                                                                ,2021-11-05,2021-11-05,0.00,-134.89,0.00,0.00,         ,Financial
VSH         ,200.00,20.46,BUY,VISHAY INTERTECHNOLOGY INC     UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-11-05,2021-11-09,0.00,-4092.00,0.00,0.00,928298108,Trade
SCI         ,-80.00,67.97875,SELL,SERVICE CORP INTERNATIONAL     UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST                                                                                             ,2021-11-05,2021-11-09,0.00,5438.27,0.00,0.03,817565104,Trade
VFC         ,-70.00,74.66,SELL,VF CORPORATION                 UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-11-05,2021-11-09,0.00,5226.17,0.00,0.03,918204108,Trade
COST        ,-10.00,512.00,SELL,COSTCO WHOLESALE CORP-NEW      UNSOLICITED                                                                                                                                                                              ,2021-11-05,2021-11-09,0.00,5119.97,0.00,0.03,22160K105,Trade
ASO         ,-100.00,45.95,SELL,ACADEMY SPORTS AND OUTDOORS    INC COMMON STOCK               UNSOLICITED                                                                                                                                               ,2021-11-05,2021-11-09,0.00,4594.97,0.00,0.03,00402L107,Trade
            ,0.00,,Other,MARK TO MARKET                                                                                                                                                                                                          ,2021-11-05,2021-11-05,0.00,134.89,0.00,0.00,         ,Financial
BR          ,-30.00,174.05,SELL,BROADRIDGE FINANCIAL SOLUTIONS INC COMMON STOCK               UNSOLICITED                    SHORT.                                                                                                                     ,2021-11-08,2021-11-10,0.00,5221.47,0.00,0.03,11133T103,Trade
JNJ         ,-40.00,163.14,SELL,JOHNSON & JOHNSON              UNSOLICITED                                                                                                                                                                              ,2021-11-08,2021-11-10,0.00,6525.56,0.00,0.04,478160104,Trade
CLVT        ,-200.00,23.8536,SELL,***CLARIVATE PLC               ORDINARY SHARES                UNSOLICITED                    SHORT.                                                                                                                     ,2021-11-08,2021-11-10,0.00,4770.69,0.00,0.03,G21810109,Trade
VAC         ,-30.00,167.85833,SELL,MARRIOTT VACATIONS WORLDWIDE   CORPORATION                    UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST                                                              ,2021-11-08,2021-11-10,0.00,5035.72,0.00,0.03,57164Y107,Trade
CLVT        ,200.00,23.95,BUY,***CLARIVATE PLC               ORDINARY SHARES                UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-11-08,2021-11-10,0.00,-4790.00,0.00,0.00,G21810109,Trade
BR          ,30.00,174.13,BUY,BROADRIDGE FINANCIAL SOLUTIONS INC COMMON STOCK               UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-11-08,2021-11-10,0.00,-5223.9,0.00,0.00,11133T103,Trade
            ,0.00,,Other,MARK TO MARKET SHORT POS                                                                                                                                                                                                ,2021-11-08,2021-11-08,0.00,138.39,0.00,0.00,         ,Financial
WM          ,-35.00,159.52057,SELL,WASTE MANAGEMENT INC DEL       UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST                                                                                             ,2021-11-08,2021-11-10,0.00,5583.19,0.00,0.03,94106L109,Trade
CHWY        ,60.00,76.00,BUY,CHEWY INC                      CLASS A COMMON STOCK PAR VALUE $0.01 PER SHARE                UNSOLICITED                                                                                                                ,2021-11-08,2021-11-10,0.00,-4560.00,0.00,0.00,16679L109,Trade
OPEN        ,200.00,22.2483,BUY,OPENDOOR TECHNOLOGIES INC      COMMON STOCK                   UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-11-08,2021-11-10,0.00,-4449.66,0.00,0.00,683712103,Trade
VFC         ,70.00,73.91,BUY,VF CORPORATION                 UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-11-08,2021-11-10,0.00,-5173.7,0.00,0.00,918204108,Trade
INSG        ,500.00,7.3188,BUY,INSEEGO CORP                   COMMON STOCK                   UNSOLICITED                                                                                                                                               ,2021-11-08,2021-11-10,0.00,-3659.4,0.00,0.00,45782B104,Trade
AXON        ,-30.00,181.1205,SELL,AXON ENTERPRISE INC            COMMON STOCK                   UNSOLICITED                                                                                                                                               ,2021-11-08,2021-11-10,0.00,5433.59,0.00,0.03,05464C101,Trade
OPEN        ,-200.00,22.00,SELL,OPENDOOR TECHNOLOGIES INC      COMMON STOCK                   UNSOLICITED                    SHORT.                                                                                                                     ,2021-11-08,2021-11-10,0.00,4399.97,0.00,0.03,683712103,Trade
YUM         ,40.00,127.00,BUY,YUM BRANDS INC                 UNSOLICITED                                                                                                                                                                              ,2021-11-08,2021-11-10,0.00,-5080.00,0.00,0.00,988498101,Trade
            ,0.00,,Other,MARK TO MARKET                                                                                                                                                                                                          ,2021-11-08,2021-11-08,0.00,-138.39,0.00,0.00,         ,Financial
AAPL        ,-35.00,150.25,SELL,APPLE INC                      UNSOLICITED                                                                                                                                                                              ,2021-11-08,2021-11-10,0.00,5258.72,0.00,0.03,037833100,Trade
CSCO        ,-100.00,56.6016,SELL,CISCO SYSTEMS INC              UNSOLICITED                                                                                                                                                                              ,2021-11-08,2021-11-10,0.00,5660.13,0.00,0.03,17275R102,Trade
INSG        ,-500.00,7.1,SELL,INSEEGO CORP                   COMMON STOCK                   UNSOLICITED                                                                                                                                               ,2021-11-09,2021-11-12,0.00,3549.98,0.00,0.02,45782B104,Trade
SBAC        ,15.00,350.77,BUY,SBA COMMUNICATIONS CORP NEW    CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-11-09,2021-11-12,0.00,-5261.55,0.00,0.00,78410G104,Trade
SLM         ,250.00,18.43,BUY,SLM CORPORATION                UNSOLICITED                                                                                                                                                                              ,2021-11-09,2021-11-12,0.00,-4607.5,0.00,0.00,78442P106,Trade
VAC         ,30.00,167.5,BUY,MARRIOTT VACATIONS WORLDWIDE   CORPORATION                    UNSOLICITED                                                                                                                                               ,2021-11-09,2021-11-12,0.00,-5025.00,0.00,0.00,57164Y107,Trade
WST         ,10.00,416.2,BUY,WEST PHARMACEUTICAL SVCS INC   COM                            UNSOLICITED                                                                                                                                               ,2021-11-09,2021-11-12,0.00,-4162.00,0.00,0.00,955306105,Trade
PLTR        ,-200.00,25.33,SELL,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-11-09,2021-11-12,0.00,5065.97,0.00,0.03,69608A108,Trade
AMT         ,20.00,280.19,BUY,AMERICAN TOWER CORPORATION     REIT                           UNSOLICITED                                                                                                                                               ,2021-11-09,2021-11-12,0.00,-5603.8,0.00,0.00,03027X100,Trade
TRMB        ,50.00,89.81,BUY,TRIMBLE INC                    COM                            UNSOLICITED                                                                                                                                               ,2021-11-09,2021-11-12,0.00,-4490.5,0.00,0.00,896239100,Trade
SONO        ,120.00,35.1443,BUY,SONOS INC                      COMMON STOCK                   UNSOLICITED                                                                                                                                               ,2021-11-10,2021-11-15,0.00,-4217.32,0.00,0.00,83570H108,Trade
MU          ,-70.00,74.00,SELL,MICRON TECHNOLOGY INC          UNSOLICITED                                                                                                                                                                              ,2021-11-10,2021-11-15,0.00,5179.97,0.00,0.03,595112103,Trade
AMT         ,-20.00,277.1695,SELL,AMERICAN TOWER CORPORATION     REIT                           UNSOLICITED                                                                                                                                               ,2021-11-10,2021-11-15,0.00,5543.36,0.00,0.03,03027X100,Trade
TRMB        ,-50.00,87.021,SELL,TRIMBLE INC                    COM                            UNSOLICITED                                                                                                                                               ,2021-11-10,2021-11-15,0.00,4351.02,0.00,0.03,896239100,Trade
CSCO        ,100.00,58.2,BUY,CISCO SYSTEMS INC              UNSOLICITED                                                                                                                                                                              ,2021-11-10,2021-11-15,0.00,-5820.00,0.00,0.00,17275R102,Trade
AAL         ,-200.00,21.7714,SELL,AMERICAN AIRLINES GROUP INC    UNSOLICITED                                                                                                                                                                              ,2021-11-10,2021-11-15,0.00,4354.25,0.00,0.03,02376R102,Trade
SBAC        ,-15.00,343.7,SELL,SBA COMMUNICATIONS CORP NEW    CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-11-10,2021-11-15,0.00,5155.47,0.00,0.03,78410G104,Trade
WM          ,30.00,160.45,BUY,WASTE MANAGEMENT INC DEL       UNSOLICITED                                                                                                                                                                              ,2021-11-10,2021-11-15,0.00,-4813.5,0.00,0.00,94106L109,Trade
CHWY        ,-60.00,74.96,SELL,CHEWY INC                      CLASS A COMMON STOCK PAR VALUE $0.01 PER SHARE                UNSOLICITED                                                                                                                ,2021-11-10,2021-11-15,0.00,4497.57,0.00,0.03,16679L109,Trade
SEER        ,100.00,34.1,BUY,SEER INC                       CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-11-10,2021-11-15,0.00,-3410.00,0.00,0.00,81578P106,Trade
LVS         ,-100.00,39.91,SELL,LAS VEGAS SANDS CORP           UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-11-11,2021-11-15,0.00,3990.97,0.00,0.03,517834107,Trade
CHWY        ,-70.00,72.98,SELL,CHEWY INC                      CLASS A COMMON STOCK PAR VALUE $0.01 PER SHARE                UNSOLICITED                    SHORT.                                                                                      ,2021-11-11,2021-11-15,0.00,5108.57,0.00,0.03,16679L109,Trade
AAPL        ,0.00,,Dividend,APPLE INC                      CASH DIV  ON      35 SHS       REC 11/08/21 PAY 11/11/21      NON-RES TAX WITHHELD                                                                                                       ,2021-11-11,2021-11-11,0.00,6.545,0.00,0.00,037833100,Financial
KHC         ,-100.00,37.3636,SELL,KRAFT HEINZ COMPANY (THE)      COMMON STOCK                   UNSOLICITED                    SHORT.                                                                                                                     ,2021-11-11,2021-11-15,0.00,3736.34,0.00,0.02,500754106,Trade
SEER        ,-100.00,31.829,SELL,SEER INC                       CLASS A COMMON STOCK           UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST                                                              ,2021-11-11,2021-11-15,0.00,3182.88,0.00,0.02,81578P106,Trade
            ,0.00,,Other,MARK TO MARKET SHORT POS                                                                                                                                                                                                ,2021-11-11,2021-11-11,0.00,62.33,0.00,0.00,         ,Financial
            ,0.00,,Other,MARK TO MARKET                                                                                                                                                                                                          ,2021-11-11,2021-11-11,0.00,-62.33,0.00,0.00,         ,Financial
AAL         ,200.00,20.5769,BUY,AMERICAN AIRLINES GROUP INC    UNSOLICITED                                                                                                                                                                              ,2021-11-12,2021-11-16,0.00,-4115.38,0.00,0.00,02376R102,Trade
WYNN        ,40.00,93.25,BUY,WYNN RESORTS LTD               UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-11-12,2021-11-16,0.00,-3730.00,0.00,0.00,983134107,Trade
LEN         ,-50.00,107.25,SELL,LENNAR CORP                    CL A                           UNSOLICITED                                                                                                                                               ,2021-11-12,2021-11-16,0.00,5362.47,0.00,0.03,526057104,Trade
            ,0.00,,Other,MARK TO MARKET                                                                                                                                                                                                          ,2021-11-12,2021-11-12,0.00,166.88,0.00,0.00,         ,Financial
KHC         ,100.00,37.3,BUY,KRAFT HEINZ COMPANY (THE)      COMMON STOCK                   UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-11-12,2021-11-16,0.00,-3730.00,0.00,0.00,500754106,Trade
COST        ,0.00,,Dividend,COSTCO WHOLESALE CORP-NEW      CASH DIV  ON      10 SHS       REC 10/29/21 PAY 11/12/21      NON-RES TAX WITHHELD                                                                                                       ,2021-11-12,2021-11-12,0.00,6.715,0.00,0.00,22160K105,Financial
WST         ,-10.00,413.2476,SELL,WEST PHARMACEUTICAL SVCS INC   COM                            UNSOLICITED                                                                                                                                               ,2021-11-12,2021-11-16,0.00,4132.45,0.00,0.03,955306105,Trade
SONO        ,-270.00,33.9353,SELL,SONOS INC                      COMMON STOCK                   UNSOLICITED                                                                                                                                               ,2021-11-12,2021-11-16,0.00,9162.48,0.00,0.05,83570H108,Trade
WYNN        ,-40.00,94.00,SELL,WYNN RESORTS LTD               UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-11-12,2021-11-16,0.00,3759.98,0.00,0.02,983134107,Trade
AEE         ,-50.00,83.8,SELL,AMEREN CORP                    UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-11-12,2021-11-16,0.00,4189.97,0.00,0.03,023608102,Trade
