Symbol,Quantity,Price,Action,Description,TradeDate,SettledDate,Interest,Amount,Commission,Fee,CUSIP,RecordType
KHC         ,120.00,36.7,BUY,KRAFT HEINZ COMPANY (THE)      COMMON STOCK                   UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-08-25,2021-08-27,0.00,-4404.00,0.00,0.00,500754106,Trade
GM          ,100.00,49.6286,BUY,GENERAL MOTORS COMPANY         UNSOLICITED                                                                                                                                                                              ,2021-08-25,2021-08-27,0.00,-4962.86,0.00,0.00,37045V100,Trade
PFE         ,-100.00,47.394,SELL,PFIZER INC                     UNSOLICITED                                                                                                                                                                              ,2021-08-25,2021-08-27,0.00,4739.37,0.00,0.03,717081103,Trade
BE          ,-200.00,21.35,SELL,BLOOM ENERGY CORPORATION       CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-08-25,2021-08-27,0.00,4269.97,0.00,0.03,093712107,Trade
MGNI        ,-200.00,27.995,SELL,MAGNITE INC                    COMMON STOCK                   UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST SHORT.                                                       ,2021-08-25,2021-08-27,0.00,5598.97,0.00,0.03,55955D100,Trade
AMD         ,-50.00,107.99,SELL,ADVANCED MICRO DEVICES INC     COM                            UNSOLICITED                                                                                                                                               ,2021-08-25,2021-08-27,0.00,5399.47,0.00,0.03,007903107,Trade
FVRR        ,-30.00,178.88,SELL,***FIVERR INTERNATIONAL LTD    ORDINARY SHARES NO PAR VALUE   UNSOLICITED                                                                                                                                               ,2021-08-25,2021-08-27,0.00,5366.37,0.00,0.03,M4R82T106,Trade
DBX         ,-150.00,30.7825,SELL,DROPBOX INC                    CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-08-25,2021-08-27,0.00,4617.35,0.00,0.03,26210C104,Trade
BE          ,200.00,21.55,BUY,BLOOM ENERGY CORPORATION       CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-08-25,2021-08-27,0.00,-4310.00,0.00,0.00,093712107,Trade
BHC         ,-150.00,28.66,SELL,***BAUSCH HEALTH COS INC       COM                            UNSOLICITED                                                                                                                                               ,2021-08-25,2021-08-27,0.00,4298.97,0.00,0.03,071734107,Trade
PFE         ,100.00,47.7283,BUY,PFIZER INC                     UNSOLICITED                                                                                                                                                                              ,2021-08-25,2021-08-27,0.00,-4772.83,0.00,0.00,717081103,Trade
KHC         ,-120.00,36.4,SELL,KRAFT HEINZ COMPANY (THE)      COMMON STOCK                   UNSOLICITED                    SHORT.                                                                                                                     ,2021-08-25,2021-08-27,0.00,4367.97,0.00,0.03,500754106,Trade
GE          ,-50.00,104.0709,SELL,GENERAL ELECTRIC COMPANY       COMMON STOCK                   UNSOLICITED                                                                                                                                               ,2021-08-25,2021-08-27,0.00,5203.52,0.00,0.03,369604301,Trade
FDX         ,-20.00,268.6,SELL,FEDEX CORP                     UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-08-26,2021-08-30,0.00,5371.97,0.00,0.03,31428X106,Trade
GM          ,-100.00,48.82,SELL,GENERAL MOTORS COMPANY         UNSOLICITED                                                                                                                                                                              ,2021-08-26,2021-08-30,0.00,4881.97,0.00,0.03,37045V100,Trade
KHC         ,-120.00,36.2738,SELL,KRAFT HEINZ COMPANY (THE)      COMMON STOCK                   UNSOLICITED                    SHORT.                                                                                                                     ,2021-08-26,2021-08-30,0.00,4352.83,0.00,0.03,500754106,Trade
AQN         ,-300.00,15.6213,SELL,***ALGONQUIN POWER & UTILITIES CORP                           UNSOLICITED                                                                                                                                               ,2021-08-26,2021-08-30,0.00,4686.36,0.00,0.03,015857105,Trade
PG          ,-30.00,142.0114,SELL,PROCTER & GAMBLE CO            UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-08-26,2021-08-30,0.00,4260.31,0.00,0.03,742718109,Trade
MGNI        ,200.00,28.52,BUY,MAGNITE INC                    COMMON STOCK                   UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-08-26,2021-08-30,0.00,-5704.00,0.00,0.00,55955D100,Trade
ABNB        ,-30.00,155.38,SELL,AIRBNB INC                     CLASS A COMMON STOCK           UNSOLICITED                    SHORT.                                                                                                                     ,2021-08-26,2021-08-30,0.00,4661.37,0.00,0.03,009066101,Trade
THO         ,-38.00,116.16,SELL,THOR INDUSTRIES INC            UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-08-26,2021-08-30,0.00,4414.05,0.00,0.03,885160101,Trade
THO         ,-2.00,116.18,SELL,THOR INDUSTRIES INC            UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-08-26,2021-08-30,0.00,232.35,0.00,0.01,885160101,Trade
HD          ,-15.00,322.37,SELL,HOME DEPOT INC                 UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-08-26,2021-08-30,0.00,4835.52,0.00,0.03,437076102,Trade
MCD         ,-20.00,236.86,SELL,MCDONALDS CORP                 UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-08-26,2021-08-30,0.00,4737.17,0.00,0.03,580135101,Trade
ABNB        ,30.00,153.2553,BUY,AIRBNB INC                     CLASS A COMMON STOCK           UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-08-27,2021-08-31,0.00,-4597.66,0.00,0.00,009066101,Trade
THO         ,40.00,116.00,BUY,THOR INDUSTRIES INC            UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-08-27,2021-08-31,0.00,-4640.00,0.00,0.00,885160101,Trade
PG          ,30.00,142.03,BUY,PROCTER & GAMBLE CO            UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-08-27,2021-08-31,0.00,-4260.9,0.00,0.00,742718109,Trade
KHC         ,120.00,36.05,BUY,KRAFT HEINZ COMPANY (THE)      COMMON STOCK                   UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-08-27,2021-08-31,0.00,-4326.00,0.00,0.00,500754106,Trade
THO         ,40.00,116.07625,BUY,THOR INDUSTRIES INC            UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST                                                                                             ,2021-08-27,2021-08-31,0.00,-4643.05,0.00,0.00,885160101,Trade
FDX         ,20.00,267.73,BUY,FEDEX CORP                     UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-08-27,2021-08-31,0.00,-5354.6,0.00,0.00,31428X106,Trade
HD          ,15.00,321.02,BUY,HOME DEPOT INC                 UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-08-27,2021-08-31,0.00,-4815.3,0.00,0.00,437076102,Trade
MCD         ,20.00,237.18,BUY,MCDONALDS CORP                 UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-08-27,2021-08-31,0.00,-4743.6,0.00,0.00,580135101,Trade
THO         ,-40.00,116.00,SELL,THOR INDUSTRIES INC            UNSOLICITED                                                                                                                                                                              ,2021-08-30,2021-09-01,0.00,4639.97,0.00,0.03,885160101,Trade
MGNI        ,-150.00,28.35,SELL,MAGNITE INC                    COMMON STOCK                   UNSOLICITED                    SHORT.                                                                                                                     ,2021-08-31,2021-09-02,0.00,4252.47,0.00,0.03,55955D100,Trade
HD          ,-15.00,325.55,SELL,HOME DEPOT INC                 UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-08-31,2021-09-02,0.00,4883.22,0.00,0.03,437076102,Trade
PG          ,-30.00,142.7209,SELL,PROCTER & GAMBLE CO            UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-08-31,2021-09-02,0.00,4281.6,0.00,0.03,742718109,Trade
GE          ,-50.00,104.8,SELL,GENERAL ELECTRIC COMPANY       COMMON STOCK                   UNSOLICITED                    SHORT.                                                                                                                     ,2021-08-31,2021-09-02,0.00,5239.97,0.00,0.03,369604301,Trade
THO         ,40.00,114.00,BUY,THOR INDUSTRIES INC            UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-08-31,2021-09-02,0.00,-4560.00,0.00,0.00,885160101,Trade
THO         ,-40.00,114.5,SELL,THOR INDUSTRIES INC            UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-08-31,2021-09-02,0.00,4579.97,0.00,0.03,885160101,Trade
MGNI        ,150.00,29.01053,BUY,MAGNITE INC                    COMMON STOCK                   UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST COVER SHORT.                                                 ,2021-08-31,2021-09-02,0.00,-4351.58,0.00,0.00,55955D100,Trade
HD          ,15.00,326.05,BUY,HOME DEPOT INC                 UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-08-31,2021-09-02,0.00,-4890.75,0.00,0.00,437076102,Trade
PFE         ,100.00,46.00,BUY,PFIZER INC                     UNSOLICITED                                                                                                                                                                              ,2021-09-01,2021-09-03,0.00,-4600.00,0.00,0.00,717081103,Trade
            ,0.00,,Other,MARK TO MARKET SHORT POS                                                                                                                                                                                                ,2021-09-01,2021-09-01,0.00,120.85,0.00,0.00,         ,Financial
PG          ,30.00,143.5597,BUY,PROCTER & GAMBLE CO            UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-09-01,2021-09-03,0.00,-4306.79,0.00,0.00,742718109,Trade
BE          ,200.00,21.5778,BUY,BLOOM ENERGY CORPORATION       CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-09-01,2021-09-03,0.00,-4315.56,0.00,0.00,093712107,Trade
DBX         ,150.00,31.77,BUY,DROPBOX INC                    CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-09-01,2021-09-03,0.00,-4765.5,0.00,0.00,26210C104,Trade
            ,0.00,,Other,MARK TO MARKET                                                                                                                                                                                                          ,2021-09-01,2021-09-01,0.00,-120.85,0.00,0.00,         ,Financial
GE          ,50.00,103.6118,BUY,GENERAL ELECTRIC COMPANY       COMMON STOCK                   UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-09-01,2021-09-03,0.00,-5180.59,0.00,0.00,369604301,Trade
FVRR        ,30.00,181.85,BUY,***FIVERR INTERNATIONAL LTD    ORDINARY SHARES NO PAR VALUE   UNSOLICITED                                                                                                                                               ,2021-09-01,2021-09-03,0.00,-5455.5,0.00,0.00,M4R82T106,Trade
AMD         ,50.00,110.3,BUY,ADVANCED MICRO DEVICES INC     COM                            UNSOLICITED                                                                                                                                               ,2021-09-01,2021-09-03,0.00,-5515.00,0.00,0.00,007903107,Trade
DBX         ,-150.00,32.1517,SELL,DROPBOX INC                    CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-09-07,2021-09-09,0.00,4822.73,0.00,0.03,26210C104,Trade
FVRR        ,-30.00,183.88,SELL,***FIVERR INTERNATIONAL LTD    ORDINARY SHARES NO PAR VALUE   UNSOLICITED                                                                                                                                               ,2021-09-07,2021-09-09,0.00,5516.37,0.00,0.03,M4R82T106,Trade
BE          ,200.00,21.74,BUY,BLOOM ENERGY CORPORATION       CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-09-07,2021-09-09,0.00,-4348.00,0.00,0.00,093712107,Trade
BE          ,-200.00,22.19,SELL,BLOOM ENERGY CORPORATION       CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-09-07,2021-09-09,0.00,4437.97,0.00,0.03,093712107,Trade
            ,0.00,,Other,MARK TO MARKET SHORT POS                                                                                                                                                                                                ,2021-09-07,2021-09-07,0.00,-54.82,0.00,0.00,         ,Financial
BHC         ,200.00,29.3,BUY,***BAUSCH HEALTH COS INC       COM                            UNSOLICITED                                                                                                                                               ,2021-09-07,2021-09-09,0.00,-5860.00,0.00,0.00,071734107,Trade
PFE         ,-100.00,47.0114,SELL,PFIZER INC                     UNSOLICITED                                                                                                                                                                              ,2021-09-07,2021-09-09,0.00,4701.11,0.00,0.03,717081103,Trade
ONEM        ,200.00,24.5,BUY,1LIFE HEALTHCARE INC           COMMON STOCK                   UNSOLICITED                                                                                                                                               ,2021-09-07,2021-09-09,0.00,-4900.00,0.00,0.00,68269G107,Trade
            ,0.00,,Other,MARK TO MARKET                                                                                                                                                                                                          ,2021-09-07,2021-09-07,0.00,54.82,0.00,0.00,         ,Financial
AMD         ,-50.00,108.5,SELL,ADVANCED MICRO DEVICES INC     COM                            UNSOLICITED                                                                                                                                               ,2021-09-08,2021-09-10,0.00,5424.97,0.00,0.03,007903107,Trade
BHC         ,-200.00,28.6318,SELL,***BAUSCH HEALTH COS INC       COM                            UNSOLICITED                                                                                                                                               ,2021-09-08,2021-09-10,0.00,5726.33,0.00,0.03,071734107,Trade
ONEM        ,-200.00,24.01,SELL,1LIFE HEALTHCARE INC           COMMON STOCK                   UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST                                                              ,2021-09-08,2021-09-10,0.00,4801.97,0.00,0.03,68269G107,Trade
BE          ,-200.00,21.42,SELL,BLOOM ENERGY CORPORATION       CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-09-08,2021-09-10,0.00,4283.97,0.00,0.03,093712107,Trade
GM          ,-100.00,48.8112,SELL,GENERAL MOTORS COMPANY         UNSOLICITED                                                                                                                                                                              ,2021-09-08,2021-09-10,0.00,4881.09,0.00,0.03,37045V100,Trade
GM          ,100.00,49.01,BUY,GENERAL MOTORS COMPANY         UNSOLICITED                                                                                                                                                                              ,2021-09-08,2021-09-10,0.00,-4901.00,0.00,0.00,37045V100,Trade
PLTR        ,200.00,26.9984,BUY,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-09-15,2021-09-17,0.00,-5399.68,0.00,0.00,69608A108,Trade
THO         ,50.00,110.9,BUY,THOR INDUSTRIES INC            UNSOLICITED                                                                                                                                                                              ,2021-09-15,2021-09-17,0.00,-5545.00,0.00,0.00,885160101,Trade
DBX         ,200.00,30.8382,BUY,DROPBOX INC                    CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-09-15,2021-09-17,0.00,-6167.64,0.00,0.00,26210C104,Trade
PFE         ,100.00,44.9783,BUY,PFIZER INC                     UNSOLICITED                                                                                                                                                                              ,2021-09-15,2021-09-17,0.00,-4497.83,0.00,0.00,717081103,Trade
FVRR        ,30.00,188.00,BUY,***FIVERR INTERNATIONAL LTD    ORDINARY SHARES NO PAR VALUE   UNSOLICITED                                                                                                                                               ,2021-09-15,2021-09-17,0.00,-5640.00,0.00,0.00,M4R82T106,Trade
ONEM        ,200.00,25.2431,BUY,1LIFE HEALTHCARE INC           COMMON STOCK                   UNSOLICITED                                                                                                                                               ,2021-09-15,2021-09-17,0.00,-5048.62,0.00,0.00,68269G107,Trade
BE          ,300.00,19.23833,BUY,BLOOM ENERGY CORPORATION       CLASS A COMMON STOCK           UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST                                                              ,2021-09-15,2021-09-17,0.00,-5771.5,0.00,0.00,093712107,Trade
AMD         ,50.00,105.0087,BUY,ADVANCED MICRO DEVICES INC     COM                            UNSOLICITED                                                                                                                                               ,2021-09-15,2021-09-17,0.00,-5250.44,0.00,0.00,007903107,Trade
GM          ,100.00,51.319,BUY,GENERAL MOTORS COMPANY         UNSOLICITED                                                                                                                                                                              ,2021-09-15,2021-09-17,0.00,-5131.9,0.00,0.00,37045V100,Trade
            ,0.00,,Interest,INTEREST ON CREDIT BALANCE     AT  0.010  08/16 THRU 09/15                                                                                                                                                              ,2021-09-16,2021-09-16,0.00,0.85,0.00,0.00,00099A109,Financial
DBX         ,-200.00,30.8,SELL,DROPBOX INC                    CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-09-17,2021-09-21,0.00,6159.96,0.00,0.04,26210C104,Trade
FVRR        ,-30.00,200.44,SELL,***FIVERR INTERNATIONAL LTD    ORDINARY SHARES NO PAR VALUE   UNSOLICITED                                                                                                                                               ,2021-09-17,2021-09-21,0.00,6013.16,0.00,0.04,M4R82T106,Trade
AMD         ,-50.00,104.2,SELL,ADVANCED MICRO DEVICES INC     COM                            UNSOLICITED                                                                                                                                               ,2021-09-17,2021-09-21,0.00,5209.97,0.00,0.03,007903107,Trade
FDX         ,20.00,256.06,BUY,FEDEX CORP                     UNSOLICITED                                                                                                                                                                              ,2021-09-17,2021-09-21,0.00,-5121.2,0.00,0.00,31428X106,Trade
            ,0.00,,Other,TFR from Type 1                                                                                                                                                                                                         ,2021-09-17,2021-09-17,0.00,0.85,0.00,0.00,         ,Financial
ONEM        ,-200.00,25.1339,SELL,1LIFE HEALTHCARE INC           COMMON STOCK                   UNSOLICITED                                                                                                                                               ,2021-09-17,2021-09-21,0.00,5026.75,0.00,0.03,68269G107,Trade
FDX         ,-20.00,255.1601,SELL,FEDEX CORP                     UNSOLICITED                                                                                                                                                                              ,2021-09-17,2021-09-21,0.00,5103.17,0.00,0.03,31428X106,Trade
BE          ,-300.00,19.5114,SELL,BLOOM ENERGY CORPORATION       CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-09-17,2021-09-21,0.00,5853.39,0.00,0.03,093712107,Trade
GM          ,-100.00,51.00,SELL,GENERAL MOTORS COMPANY         UNSOLICITED                                                                                                                                                                              ,2021-09-17,2021-09-21,0.00,5099.97,0.00,0.03,37045V100,Trade
PFE         ,-100.00,43.9938,SELL,PFIZER INC                     UNSOLICITED                                                                                                                                                                              ,2021-09-17,2021-09-21,0.00,4399.35,0.00,0.03,717081103,Trade
PLTR        ,-200.00,28.8413,SELL,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-09-17,2021-09-21,0.00,5768.23,0.00,0.03,69608A108,Trade
            ,0.00,,Other,TFR to Type 2                                                                                                                                                                                                           ,2021-09-17,2021-09-17,0.00,-0.85,0.00,0.00,         ,Financial
THO         ,-50.00,108.69,SELL,THOR INDUSTRIES INC            UNSOLICITED                                                                                                                                                                              ,2021-09-17,2021-09-21,0.00,5434.47,0.00,0.03,885160101,Trade
MCD         ,-20.00,240.1,SELL,MCDONALDS CORP                 UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-09-20,2021-09-22,0.00,4801.97,0.00,0.03,580135101,Trade
EAT         ,-100.00,48.95,SELL,BRINKER INTERNATIONAL INC      UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-09-20,2021-09-22,0.00,4894.97,0.00,0.03,109641100,Trade
EAT         ,100.00,48.68,BUY,BRINKER INTERNATIONAL INC      UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-09-20,2021-09-22,0.00,-4868.00,0.00,0.00,109641100,Trade
PG          ,30.00,143.21,BUY,PROCTER & GAMBLE CO            UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-09-20,2021-09-22,0.00,-4296.3,0.00,0.00,742718109,Trade
PLTR        ,200.00,27.13,BUY,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-09-20,2021-09-22,0.00,-5426.00,0.00,0.00,69608A108,Trade
ABNB        ,30.00,165.00,BUY,AIRBNB INC                     CLASS A COMMON STOCK           UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-09-20,2021-09-22,0.00,-4950.00,0.00,0.00,009066101,Trade
MCD         ,20.00,238.62,BUY,MCDONALDS CORP                 UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-09-20,2021-09-22,0.00,-4772.4,0.00,0.00,580135101,Trade
ABNB        ,-30.00,164.4,SELL,AIRBNB INC                     CLASS A COMMON STOCK           UNSOLICITED                    SHORT.                                                                                                                     ,2021-09-20,2021-09-22,0.00,4931.97,0.00,0.03,009066101,Trade
FVRR        ,25.00,197.00,BUY,***FIVERR INTERNATIONAL LTD    ORDINARY SHARES NO PAR VALUE   UNSOLICITED                                                                                                                                               ,2021-09-20,2021-09-22,0.00,-4925.00,0.00,0.00,M4R82T106,Trade
FVRR        ,-25.00,195.97,SELL,***FIVERR INTERNATIONAL LTD    ORDINARY SHARES NO PAR VALUE   UNSOLICITED                                                                                                                                               ,2021-09-20,2021-09-22,0.00,4899.22,0.00,0.03,M4R82T106,Trade
SHAK        ,50.00,81.034,BUY,SHAKE SHACK INC                CL A                           UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST COVER SHORT.                                                 ,2021-09-20,2021-09-22,0.00,-4051.7,0.00,0.00,819047101,Trade
KHC         ,-150.00,36.35,SELL,KRAFT HEINZ COMPANY (THE)      COMMON STOCK                   UNSOLICITED                    SHORT.                                                                                                                     ,2021-09-20,2021-09-22,0.00,5452.47,0.00,0.03,500754106,Trade
PG          ,-30.00,144.3,SELL,PROCTER & GAMBLE CO            UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-09-20,2021-09-22,0.00,4328.97,0.00,0.03,742718109,Trade
SHAK        ,-50.00,81.35,SELL,SHAKE SHACK INC                CL A                           UNSOLICITED                    SHORT.                                                                                                                     ,2021-09-20,2021-09-22,0.00,4067.47,0.00,0.03,819047101,Trade
PLTR        ,-200.00,27.00,SELL,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-09-20,2021-09-22,0.00,5399.97,0.00,0.03,69608A108,Trade
ORCL        ,60.00,85.96,BUY,ORACLE CORPORATION             UNSOLICITED                                                                                                                                                                              ,2021-09-20,2021-09-22,0.00,-5157.6,0.00,0.00,68389X105,Trade
KHC         ,150.00,35.8568,BUY,KRAFT HEINZ COMPANY (THE)      COMMON STOCK                   UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-09-20,2021-09-22,0.00,-5378.52,0.00,0.00,500754106,Trade
ORCL        ,-60.00,85.69,SELL,ORACLE CORPORATION             UNSOLICITED                                                                                                                                                                              ,2021-09-20,2021-09-22,0.00,5141.37,0.00,0.03,68389X105,Trade
BHC         ,-200.00,28.00,SELL,***BAUSCH HEALTH COS INC       COM                            UNSOLICITED                    SHORT.                                                                                                                     ,2021-09-21,2021-09-23,0.00,5599.97,0.00,0.03,071734107,Trade
PG          ,-30.00,143.26,SELL,PROCTER & GAMBLE CO            UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-09-21,2021-09-23,0.00,4297.77,0.00,0.03,742718109,Trade
CSCO        ,-100.00,55.5431,SELL,CISCO SYSTEMS INC              UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-09-21,2021-09-23,0.00,5554.28,0.00,0.03,17275R102,Trade
GM          ,100.00,49.00,BUY,GENERAL MOTORS COMPANY         UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-09-21,2021-09-23,0.00,-4900.00,0.00,0.00,37045V100,Trade
PG          ,30.00,144.01,BUY,PROCTER & GAMBLE CO            UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-09-21,2021-09-23,0.00,-4320.3,0.00,0.00,742718109,Trade
FBK         ,-100.00,40.78,SELL,FB FINANCIAL CORPORATION       COMMON STOCK PAR VALUE $1.00   UNSOLICITED                    SHORT.                                                                                                                     ,2021-09-21,2021-09-23,0.00,4077.97,0.00,0.03,30257X104,Trade
DBX         ,-150.00,30.2026,SELL,DROPBOX INC                    CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-09-21,2021-09-23,0.00,4530.36,0.00,0.03,26210C104,Trade
AMD         ,-50.00,101.41,SELL,ADVANCED MICRO DEVICES INC     COM                            UNSOLICITED                    SHORT.                                                                                                                     ,2021-09-21,2021-09-23,0.00,5070.47,0.00,0.03,007903107,Trade
THO         ,-50.00,106.00,SELL,THOR INDUSTRIES INC            UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-09-21,2021-09-23,0.00,5299.97,0.00,0.03,885160101,Trade
NVAX        ,-20.00,224.8,SELL,NOVAVAX INC                    COMMON STOCK                   UNSOLICITED                    SHORT.                                                                                                                     ,2021-09-21,2021-09-23,0.00,4495.97,0.00,0.03,670002401,Trade
            ,0.00,,Other,MARK TO MARKET SHORT POS                                                                                                                                                                                                ,2021-09-21,2021-09-21,0.00,-160.9,0.00,0.00,         ,Financial
PLTR        ,-200.00,26.5,SELL,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-09-21,2021-09-23,0.00,5299.97,0.00,0.03,69608A108,Trade
NVAX        ,20.00,224.5945,BUY,NOVAVAX INC                    COMMON STOCK                   UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-09-21,2021-09-23,0.00,-4491.89,0.00,0.00,670002401,Trade
DBX         ,150.00,30.3978,BUY,DROPBOX INC                    CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-09-21,2021-09-23,0.00,-4559.67,0.00,0.00,26210C104,Trade
IBM         ,30.00,133.5,BUY,INTERNATIONAL BUSINESS         MACHINES CORP                  UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-09-21,2021-09-23,0.00,-4005.00,0.00,0.00,459200101,Trade
ZEN         ,-40.00,121.5,SELL,ZENDESK INC                    COM                            UNSOLICITED                    SHORT.                                                                                                                     ,2021-09-21,2021-09-23,0.00,4859.97,0.00,0.03,98936J101,Trade
ABNB        ,30.00,167.72,BUY,AIRBNB INC                     CLASS A COMMON STOCK           UNSOLICITED                    COVER SHORT.                                                                                                               ,2021-09-21,2021-09-23,0.00,-5031.6,0.00,0.00,009066101,Trade
ABNB        ,-30.00,168.00,SELL,AIRBNB INC                     CLASS A COMMON STOCK           UNSOLICITED                    SHORT.                                                                                                                     ,2021-09-21,2021-09-23,0.00,5039.97,0.00,0.03,009066101,Trade
NFLX        ,-10.00,574.35,SELL,NETFLIX INC                    COM                            UNSOLICITED                    SHORT.                                                                                                                     ,2021-09-21,2021-09-23,0.00,5743.47,0.00,0.03,64110L106,Trade
INTC        ,100.00,53.01,BUY,INTEL CORP                     UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-09-21,2021-09-23,0.00,-5301.00,0.00,0.00,458140100,Trade
THO         ,50.00,106.58,BUY,THOR INDUSTRIES INC            UNSOLICITED                    COVER SHORT.                                                                                                                                              ,2021-09-21,2021-09-23,0.00,-5329.00,0.00,0.00,885160101,Trade
ABNB        ,-30.00,168.55,SELL,AIRBNB INC                     CLASS A COMMON STOCK           UNSOLICITED                    SHORT.                                                                                                                     ,2021-09-21,2021-09-23,0.00,5056.47,0.00,0.03,009066101,Trade
KHC         ,-120.00,36.29,SELL,KRAFT HEINZ COMPANY (THE)      COMMON STOCK                   UNSOLICITED                    SHORT.                                                                                                                     ,2021-09-21,2021-09-23,0.00,4354.77,0.00,0.03,500754106,Trade
INTC        ,-100.00,52.89,SELL,INTEL CORP                     UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-09-21,2021-09-23,0.00,5288.97,0.00,0.03,458140100,Trade
GM          ,-100.00,49.19,SELL,GENERAL MOTORS COMPANY         UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-09-21,2021-09-23,0.00,4918.97,0.00,0.03,37045V100,Trade
KHC         ,120.00,36.00717,BUY,KRAFT HEINZ COMPANY (THE)      COMMON STOCK                   UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST COVER SHORT.                                                 ,2021-09-21,2021-09-23,0.00,-4320.86,0.00,0.00,500754106,Trade
PLTR        ,200.00,26.4787,BUY,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           UNSOLICITED                                                                                                                                               ,2021-09-21,2021-09-23,0.00,-5295.74,0.00,0.00,69608A108,Trade
THO         ,-50.00,106.5,SELL,THOR INDUSTRIES INC            UNSOLICITED                    SHORT.                                                                                                                                                    ,2021-09-21,2021-09-23,0.00,5324.97,0.00,0.03,885160101,Trade
            ,0.00,,Other,MARK TO MARKET                                                                                                                                                                                                          ,2021-09-21,2021-09-21,0.00,160.9,0.00,0.00,         ,Financial
