Symbol,Quantity,Price,Action,Description,TradeDate,SettledDate,Interest,Amount,Commission,Fee,CUSIP,RecordType
            ,-3.00,0.74,SELL,CALL PLTR   02/12/21    38     PALANTIR TECHNOLOGIES INC CL A INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-05,2021-02-08,0.00,221.88,0.00,0.01,         ,Trade
            ,-1.00,47.6,SELL,PUT  AMZN   02/12/21  3380     AMAZON.COM INC                 INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-05,2021-02-08,0.00,4759.85,0.00,0.11,         ,Trade
            ,-20.00,2.92,SELL,CALL NIO    02/12/21    55     NIO INC ADS                    INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-05,2021-02-08,0.00,5839.16,0.00,0.13,         ,Trade
            ,-20.00,2.22,SELL,CALL MCD    02/12/21   212.50  MCDONALDS CORP                 INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-05,2021-02-08,0.00,4439.18,0.00,0.1,         ,Trade
            ,1.00,45.00,BUY,PUT  AMZN   02/12/21  3375     AMAZON.COM INC                 INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-05,2021-02-08,0.00,-4500.04,0.00,0.00,         ,Trade
            ,20.00,1.09,BUY,CALL MCD    02/12/21   212.50  MCDONALDS CORP                 INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-08,2021-02-09,0.00,-2180.72,0.00,0.00,         ,Trade
            ,-20.00,0.51,SELL,CALL MCD    02/12/21   215     MCDONALDS CORP                 INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-08,2021-02-09,0.00,1019.25,0.00,0.03,         ,Trade
            ,20.00,1.6645,BUY,CALL CHWY   02/12/21   112     CHEWY INC CLASS A              INTERNET ORDER                 UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST OPEN CONTRACT                 ,2021-02-08,2021-02-09,0.00,-3329.72,0.00,0.00,         ,Trade
PLTR        ,300.00,37.0178,BUY,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-08,2021-02-10,0.00,-11105.34,0.00,0.00,69608A108,Trade
            ,3.00,2.19,BUY,CALL PLTR   02/12/21    38     PALANTIR TECHNOLOGIES INC CL A INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-08,2021-02-09,0.00,-657.11,0.00,0.00,         ,Trade
            ,-20.00,2.3145,SELL,CALL CHWY   02/12/21   110     CHEWY INC CLASS A              INTERNET ORDER                 UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST OPEN CONTRACT                 ,2021-02-08,2021-02-09,0.00,4628.17,0.00,0.11,         ,Trade
            ,20.00,3.03,BUY,CALL NIO    02/12/21    55     NIO INC ADS                    INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-08,2021-02-09,0.00,-6060.72,0.00,0.00,         ,Trade
            ,20.00,0.29,BUY,PUT  MRK    02/12/21    74     MERCK & CO INC                 INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-08,2021-02-09,0.00,-580.72,0.00,0.00,         ,Trade
            ,-20.00,0.843,SELL,PUT  MRK    02/12/21    75.50  MERCK & CO INC                 INTERNET ORDER                 UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST OPEN CONTRACT                 ,2021-02-08,2021-02-09,0.00,1685.24,0.00,0.04,         ,Trade
PLTR        ,-300.00,37.6949,SELL,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-08,2021-02-10,0.00,11308.22,0.00,0.25,69608A108,Trade
PLTR        ,300.00,37.5979,BUY,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-08,2021-02-10,0.00,-11279.37,0.00,0.00,69608A108,Trade
            ,-20.00,1.85,SELL,CALL NIO    02/12/21    57     NIO INC ADS                    INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-08,2021-02-09,0.00,3699.19,0.00,0.09,         ,Trade
            ,-20.00,2.34,SELL,CALL CHWY   02/12/21   112     CHEWY INC CLASS A              INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-09,2021-02-10,0.00,4679.18,0.00,0.11,         ,Trade
            ,-1.00,73.87,SELL,PUT  AMZN   02/12/21  3375     AMAZON.COM INC                 INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-09,2021-02-10,0.00,7386.79,0.00,0.17,         ,Trade
AAPL        ,-100.00,136.61,SELL,APPLE INC                      INTERNET ORDER                 UNSOLICITED                                                                                                                                               ,2021-02-09,2021-02-11,0.00,13660.69,0.00,0.31,037833100,Trade
PLTR        ,600.00,37.12167,BUY,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           INTERNET ORDER                 UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST                               ,2021-02-09,2021-02-11,0.00,-22273.00,0.00,0.00,69608A108,Trade
            ,1.00,78.18,BUY,PUT  AMZN   02/12/21  3380     AMAZON.COM INC                 INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-09,2021-02-10,0.00,-7818.04,0.00,0.00,         ,Trade
AAPL        ,100.00,137.00,BUY,APPLE INC                      INTERNET ORDER                 UNSOLICITED                                                                                                                                               ,2021-02-09,2021-02-11,0.00,-13700.00,0.00,0.00,037833100,Trade
            ,-10.00,0.1,SELL,PUT  AAPL   02/12/21   130     APPLE INC                      INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-09,2021-02-10,0.00,99.63,0.00,0.01,         ,Trade
            ,20.00,3.27,BUY,CALL CHWY   02/12/21   110     CHEWY INC CLASS A              INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-09,2021-02-10,0.00,-6540.71,0.00,0.00,         ,Trade
KO          ,100.00,49.8384,BUY,COCA COLA COMPANY              (THE)                          INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-09,2021-02-11,0.00,-4983.84,0.00,0.00,191216100,Trade
            ,10.00,3.81,BUY,PUT  AAPL   02/12/21   140     APPLE INC                      INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-09,2021-02-10,0.00,-3810.36,0.00,0.00,         ,Trade
PLTR        ,-600.00,36.74,SELL,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-09,2021-02-11,0.00,22043.51,0.00,0.49,69608A108,Trade
KO          ,-100.00,49.7716,SELL,COCA COLA COMPANY              (THE)                          INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-09,2021-02-11,0.00,4977.05,0.00,0.11,191216100,Trade
            ,10.00,0.35,BUY,PUT  JNJ    02/19/21   160     JOHNSON & JOHNSON              INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-10,2021-02-11,0.00,-350.36,0.00,0.00,         ,Trade
            ,10.00,4.05,BUY,PUT  JNJ    02/12/21   170     JOHNSON & JOHNSON              INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-10,2021-02-11,0.00,-4050.36,0.00,0.00,         ,Trade
            ,-20.00,0.7,SELL,PUT  KO     02/19/21    50     COCA COLA CO                   INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-10,2021-02-11,0.00,1399.24,0.00,0.04,         ,Trade
            ,-10.00,9.02,SELL,CALL TSLA   02/12/21   840     TESLA INC                      INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-10,2021-02-11,0.00,9019.44,0.00,0.2,         ,Trade
            ,-10.00,4.67,SELL,PUT  JNJ    02/19/21   170     JOHNSON & JOHNSON              INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-10,2021-02-11,0.00,4669.53,0.00,0.11,         ,Trade
            ,-10.00,0.04,SELL,PUT  JNJ    02/12/21   160     JOHNSON & JOHNSON              INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-10,2021-02-11,0.00,39.63,0.00,0.01,         ,Trade
            ,20.00,0.27,BUY,PUT  KO     02/19/21    48.50  COCA COLA CO                   INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-10,2021-02-11,0.00,-540.72,0.00,0.00,         ,Trade
            ,10.00,7.77,BUY,CALL TSLA   02/12/21   845     TESLA INC                      INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-10,2021-02-11,0.00,-7770.36,0.00,0.00,         ,Trade
PLTR        ,-600.00,34.8251,SELL,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-11,2021-02-16,0.00,20894.59,0.00,0.47,69608A108,Trade
            ,10.00,2.23,BUY,CALL TSLA   02/12/21   840     TESLA INC                      INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-11,2021-02-12,0.00,-2230.36,0.00,0.00,         ,Trade
PLTR        ,600.00,34.1282,BUY,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-11,2021-02-16,0.00,-20476.92,0.00,0.00,69608A108,Trade
            ,-10.00,2.029,SELL,CALL LMT    02/19/21   345     LOCKHEED MARTIN CORP           INTERNET ORDER                 UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST OPEN CONTRACT                 ,2021-02-11,2021-02-12,0.00,2028.59,0.00,0.05,         ,Trade
            ,10.00,1.029,BUY,CALL LMT    02/19/21   350     LOCKHEED MARTIN CORP           INTERNET ORDER                 UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST OPEN CONTRACT                 ,2021-02-11,2021-02-12,0.00,-1029.36,0.00,0.00,         ,Trade
DBX         ,-200.00,23.8416,SELL,DROPBOX INC                    CLASS A COMMON STOCK           INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-11,2021-02-16,0.00,4768.21,0.00,0.11,26210C104,Trade
GM          ,-100.00,53.21,SELL,GENERAL MOTORS COMPANY         INTERNET ORDER                 UNSOLICITED                                                                                                                                               ,2021-02-11,2021-02-16,0.00,5320.88,0.00,0.12,37045V100,Trade
KO          ,-100.00,50.5616,SELL,COCA COLA COMPANY              (THE)                          INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-11,2021-02-16,0.00,5056.04,0.00,0.12,191216100,Trade
KO          ,100.00,50.3884,BUY,COCA COLA COMPANY              (THE)                          INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-11,2021-02-16,0.00,-5038.84,0.00,0.00,191216100,Trade
DBX         ,200.00,24.00,BUY,DROPBOX INC                    CLASS A COMMON STOCK           INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-11,2021-02-16,0.00,-4800.00,0.00,0.00,26210C104,Trade
GM          ,100.00,52.8883,BUY,GENERAL MOTORS COMPANY         INTERNET ORDER                 UNSOLICITED                                                                                                                                               ,2021-02-11,2021-02-16,0.00,-5288.83,0.00,0.00,37045V100,Trade
            ,-10.00,1.645,SELL,CALL TSLA   02/12/21   845     TESLA INC                      INTERNET ORDER                 UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST CLOSING CONTRACT              ,2021-02-11,2021-02-12,0.00,1644.6,0.00,0.04,         ,Trade
KO          ,100.00,50.0484,BUY,COCA COLA COMPANY              (THE)                          INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-11,2021-02-16,0.00,-5004.84,0.00,0.00,191216100,Trade
FB          ,-20.00,269.8225,SELL,FACEBOOK INC                   CL A                           INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-12,2021-02-17,0.00,5396.33,0.00,0.12,30303M102,Trade
FB          ,20.00,270.49,BUY,FACEBOOK INC                   CL A                           INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-12,2021-02-17,0.00,-5409.8,0.00,0.00,30303M102,Trade
            ,-20.00,0.03,SELL,PUT  MRK    02/12/21    74     MERCK & CO INC                 INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-12,2021-02-16,0.00,59.28,0.00,0.01,         ,Trade
TSM         ,-40.00,138.4698,SELL,***TAIWAN SEMICONDUCTOR MFG CO LTD-SPONSORED ADR REPSTG 5 COM INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-12,2021-02-17,0.00,5538.66,0.00,0.13,874039100,Trade
            ,1.00,1.58,BUY,CALL POOL   02/19/21   350     POOL CORPORATION               INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-12,2021-02-16,0.00,-158.04,0.00,0.00,         ,Trade
            ,20.00,0.55,BUY,PUT  MRK    02/12/21    75.50  MERCK & CO INC                 INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-12,2021-02-16,0.00,-1100.71,0.00,0.00,         ,Trade
            ,4.00,0.24,BUY,CALL CERN   02/19/21    77.50  CERNER CORP                    INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-12,2021-02-16,0.00,-96.14,0.00,0.00,         ,Trade
            ,-40.00,0.95,SELL,CALL MSFT   02/19/21   247.50  MICROSOFT CORP                 INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-12,2021-02-16,0.00,3798.48,0.00,0.09,         ,Trade
HD          ,-20.00,277.4635,SELL,HOME DEPOT INC                 INTERNET ORDER                 UNSOLICITED                                                                                                                                               ,2021-02-12,2021-02-17,0.00,5549.14,0.00,0.13,437076102,Trade
            ,40.00,0.54,BUY,CALL MSFT   02/19/21   250     MICROSOFT CORP                 INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-12,2021-02-16,0.00,-2161.43,0.00,0.00,         ,Trade
HD          ,20.00,277.39,BUY,HOME DEPOT INC                 INTERNET ORDER                 UNSOLICITED                                                                                                                                               ,2021-02-12,2021-02-17,0.00,-5547.8,0.00,0.00,437076102,Trade
PG          ,40.00,126.968,BUY,PROCTER & GAMBLE CO            INTERNET ORDER                 UNSOLICITED                                                                                                                                               ,2021-02-12,2021-02-17,0.00,-5078.72,0.00,0.00,742718109,Trade
PLTR        ,-600.00,32.5422,SELL,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-12,2021-02-17,0.00,19524.88,0.00,0.44,69608A108,Trade
            ,2.00,11.97,BUY,CALL AZO    02/19/21  1165     AUTOZONE INC                   INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-12,2021-02-16,0.00,-2394.08,0.00,0.00,         ,Trade
TSLA        ,6.00,803.6924,BUY,TESLA INC                      COMMON STOCK                   INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-12,2021-02-17,0.00,-4822.15,0.00,0.00,88160R101,Trade
TSLA        ,-6.00,800.3076,SELL,TESLA INC                      COMMON STOCK                   INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-12,2021-02-17,0.00,4801.74,0.00,0.11,88160R101,Trade
KO          ,100.00,50.5184,BUY,COCA COLA COMPANY              (THE)                          INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-12,2021-02-17,0.00,-5051.84,0.00,0.00,191216100,Trade
KO          ,-100.00,50.8016,SELL,COCA COLA COMPANY              (THE)                          INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-12,2021-02-17,0.00,5080.04,0.00,0.12,191216100,Trade
            ,-2.00,13.81,SELL,CALL AZO    02/19/21  1160     AUTOZONE INC                   INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-12,2021-02-16,0.00,2761.85,0.00,0.07,         ,Trade
            ,-1.00,4.14,SELL,CALL POOL   02/19/21   340     POOL CORPORATION               INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-12,2021-02-16,0.00,413.95,0.00,0.01,         ,Trade
            ,-4.00,0.87,SELL,CALL CERN   02/19/21    75     CERNER CORP                    INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-12,2021-02-16,0.00,347.85,0.00,0.01,         ,Trade
TSM         ,40.00,138.91,BUY,***TAIWAN SEMICONDUCTOR MFG CO LTD-SPONSORED ADR REPSTG 5 COM INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-12,2021-02-17,0.00,-5556.4,0.00,0.00,874039100,Trade
            ,0.00,,Interest,INTEREST ON CREDIT BALANCE     AT  0.010  01/19 THRU 02/15                                                                                                                                                              ,2021-02-16,2021-02-16,0.00,0.64,0.00,0.00,00099A109,Financial
            ,-40.00,0.14,SELL,CALL MSFT   02/19/21   250     MICROSOFT CORP                 INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-17,2021-02-18,0.00,558.55,0.00,0.02,         ,Trade
CHWY        ,50.00,110.4282,BUY,CHEWY INC                      CLASS A COMMON STOCK PAR VALUE $0.01 PER SHARE                INTERNET ORDER                 UNSOLICITED                                                                                 ,2021-02-17,2021-02-19,0.00,-5521.41,0.00,0.00,16679L109,Trade
            ,0.00,,Other,TFR from Type 1                                                                                                                                                                                                         ,2021-02-17,2021-02-17,0.00,0.64,0.00,0.00,         ,Financial
            ,40.00,0.35,BUY,CALL MSFT   02/19/21   247.50  MICROSOFT CORP                 INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-17,2021-02-18,0.00,-1401.43,0.00,0.00,         ,Trade
DIS         ,30.00,184.69,BUY,WALT DISNEY CO                 INTERNET ORDER                 UNSOLICITED                                                                                                                                               ,2021-02-17,2021-02-19,0.00,-5540.7,0.00,0.00,254687106,Trade
            ,-10.00,6.65,SELL,PUT  JNJ    02/26/21   170     JOHNSON & JOHNSON              INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-17,2021-02-18,0.00,6649.49,0.00,0.15,         ,Trade
            ,-4.00,0.06,SELL,CALL CERN   02/19/21    77.50  CERNER CORP                    INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-17,2021-02-18,0.00,23.85,0.00,0.01,         ,Trade
            ,20.00,0.22,BUY,PUT  KO     02/19/21    50     COCA COLA CO                   INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-17,2021-02-18,0.00,-440.71,0.00,0.00,         ,Trade
            ,10.00,0.79,BUY,PUT  JNJ    02/26/21   160     JOHNSON & JOHNSON              INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-17,2021-02-18,0.00,-790.36,0.00,0.00,         ,Trade
            ,2.00,24.27,BUY,CALL AZO    02/19/21  1160     AUTOZONE INC                   INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-17,2021-02-18,0.00,-4854.08,0.00,0.00,         ,Trade
            ,-2.00,20.46,SELL,CALL AZO    02/19/21  1165     AUTOZONE INC                   INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-17,2021-02-18,0.00,4091.82,0.00,0.1,         ,Trade
            ,10.00,5.551,BUY,PUT  JNJ    02/19/21   170     JOHNSON & JOHNSON              INTERNET ORDER                 UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST CLOSING CONTRACT              ,2021-02-17,2021-02-18,0.00,-5551.37,0.00,0.00,         ,Trade
            ,0.00,,Other,TFR to Type 2                                                                                                                                                                                                           ,2021-02-17,2021-02-17,0.00,-0.64,0.00,0.00,         ,Financial
            ,10.00,0.32,BUY,CALL LMT    02/19/21   345     LOCKHEED MARTIN CORP           INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-17,2021-02-18,0.00,-320.36,0.00,0.00,         ,Trade
            ,-1.00,0.6,SELL,CALL POOL   02/19/21   350     POOL CORPORATION               INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-17,2021-02-18,0.00,59.95,0.00,0.01,         ,Trade
            ,4.00,0.19,BUY,CALL CERN   02/19/21    75     CERNER CORP                    INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-17,2021-02-18,0.00,-76.14,0.00,0.00,         ,Trade
            ,1.00,1.8,BUY,CALL POOL   02/19/21   340     POOL CORPORATION               INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-17,2021-02-18,0.00,-180.04,0.00,0.00,         ,Trade
            ,-10.00,0.17,SELL,CALL LMT    02/19/21   350     LOCKHEED MARTIN CORP           INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-17,2021-02-18,0.00,169.63,0.00,0.01,         ,Trade
            ,-10.00,0.1,SELL,PUT  JNJ    02/19/21   160     JOHNSON & JOHNSON              INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-17,2021-02-18,0.00,99.62,0.00,0.01,         ,Trade
            ,-20.00,0.02,SELL,PUT  KO     02/19/21    48.50  COCA COLA CO                   INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-17,2021-02-18,0.00,39.28,0.00,0.01,         ,Trade
PLTR        ,800.00,25.12,BUY,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-18,2021-02-22,0.00,-20096.00,0.00,0.00,69608A108,Trade
CSCO        ,100.00,46.15,BUY,CISCO SYSTEMS INC              INTERNET ORDER                 UNSOLICITED                                                                                                                                               ,2021-02-18,2021-02-22,0.00,-4615.00,0.00,0.00,17275R102,Trade
NKE         ,40.00,142.22,BUY,NIKE INC                       CLASS B COM                    INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-18,2021-02-22,0.00,-5688.8,0.00,0.00,654106103,Trade
            ,10.00,1.723,BUY,PUT  DIS    02/26/21   180     WALT DISNEY CO                 INTERNET ORDER                 UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST OPEN CONTRACT                 ,2021-02-18,2021-02-19,0.00,-1723.36,0.00,0.00,         ,Trade
            ,-10.00,3.693,SELL,PUT  DIS    02/26/21   185     WALT DISNEY CO                 INTERNET ORDER                 UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST OPEN CONTRACT                 ,2021-02-18,2021-02-19,0.00,3692.55,0.00,0.09,         ,Trade
NKE         ,-40.00,142.876,SELL,NIKE INC                       CLASS B COM                    INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-19,2021-02-23,0.00,5714.91,0.00,0.13,654106103,Trade
            ,-10.00,1.59,SELL,PUT  DIS    02/26/21   180     WALT DISNEY CO                 INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-19,2021-02-22,0.00,1589.6,0.00,0.04,         ,Trade
            ,20.00,9.17,BUY,PUT  AMZN   02/26/21  3195     AMAZON.COM INC                 INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-19,2021-02-22,0.00,-18340.71,0.00,0.00,         ,Trade
            ,10.00,3.7,BUY,PUT  DIS    02/26/21   185     WALT DISNEY CO                 INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-19,2021-02-22,0.00,-3700.36,0.00,0.00,         ,Trade
            ,-20.00,9.7,SELL,PUT  AMZN   02/26/21  3200     AMAZON.COM INC                 INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-19,2021-02-22,0.00,19398.86,0.00,0.43,         ,Trade
WMT         ,-40.00,139.14,SELL,WALMART INC                    COMMON STOCK                   INTERNET ORDER                 UNSOLICITED                    SHORT.                                                                                      ,2021-02-19,2021-02-23,0.00,5565.47,0.00,0.13,931142103,Trade
DIS         ,-30.00,183.7826,SELL,WALT DISNEY CO                 INTERNET ORDER                 UNSOLICITED                                                                                                                                               ,2021-02-19,2021-02-23,0.00,5513.35,0.00,0.13,254687106,Trade
PG          ,-40.00,128.82,SELL,PROCTER & GAMBLE CO            INTERNET ORDER                 UNSOLICITED                                                                                                                                               ,2021-02-19,2021-02-23,0.00,5152.68,0.00,0.12,742718109,Trade
DBX         ,500.00,22.8469,BUY,DROPBOX INC                    CLASS A COMMON STOCK           INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-22,2021-02-24,0.00,-11423.45,0.00,0.00,26210C104,Trade
            ,25.00,0.93,BUY,PUT  PG     03/05/21   125     PROCTER & GAMBLE CO            INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-22,2021-02-23,0.00,-2325.89,0.00,0.00,         ,Trade
WMT         ,40.00,137.15975,BUY,WALMART INC                    COMMON STOCK                   INTERNET ORDER                 UNSOLICITED                    AVERAGE PRICE TRADE            DETAILS AVAILABLE UPON REQUEST COVER SHORT.                  ,2021-02-22,2021-02-24,0.00,-5486.39,0.00,0.00,931142103,Trade
            ,-25.00,1.65,SELL,PUT  PG     03/05/21   127     PROCTER & GAMBLE CO            INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-22,2021-02-23,0.00,4124.01,0.00,0.1,         ,Trade
PLTR        ,800.00,27.928,BUY,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-22,2021-02-24,0.00,-22342.4,0.00,0.00,69608A108,Trade
PLTR        ,-800.00,28.0709,SELL,PALANTIR TECHNOLOGIES INC      CLASS A COMMON STOCK           INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-22,2021-02-24,0.00,22456.22,0.00,0.5,69608A108,Trade
TSM         ,40.00,129.9809,BUY,***TAIWAN SEMICONDUCTOR MFG CO LTD-SPONSORED ADR REPSTG 5 COM INTERNET ORDER                 UNSOLICITED                                                                                                                ,2021-02-23,2021-02-25,0.00,-5199.24,0.00,0.00,874039100,Trade
            ,10.00,9.27,BUY,PUT  JNJ    02/26/21   170     JOHNSON & JOHNSON              INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-23,2021-02-24,0.00,-9270.35,0.00,0.00,         ,Trade
            ,-10.00,9.61,SELL,PUT  JNJ    03/05/21   170     JOHNSON & JOHNSON              INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-23,2021-02-24,0.00,9609.42,0.00,0.22,         ,Trade
            ,10.00,2.01,BUY,PUT  JNJ    03/05/21   160     JOHNSON & JOHNSON              INTERNET ORDER                 UNSOLICITED                    OPEN CONTRACT                                                                               ,2021-02-23,2021-02-24,0.00,-2010.36,0.00,0.00,         ,Trade
            ,-10.00,1.11,SELL,PUT  JNJ    02/26/21   160     JOHNSON & JOHNSON              INTERNET ORDER                 UNSOLICITED                    CLOSING CONTRACT                                                                            ,2021-02-23,2021-02-24,0.00,1109.62,0.00,0.03,         ,Trade
